seqnames	start	end	strand	gene	event	annotated	frame_conserved	intron_no	SJ_IR	seen_in_treatment	dmso_avg_proportion	dmso_stdev	dmso_avg_reads	chx_avg_proportion	chx_stdev	chx_avg_reads	n
chr21	46066789	46125882	+	COL6A2	unannotated junctions			13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			16	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			17	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			18	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			19	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			20	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			21	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46066789	46125882	+	COL6A2	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			2	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			3	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			4	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46079152	46121064	+	COL6A2	unannotated junctions			16	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	2	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	3	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	4	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	5	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	6	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	16	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46091457	46121555	+	COL6A2	cryptic donor ~ exon 18		TRUE	17	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46097429	46111457	+	COL6A2	unannotated junctions			1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46098174	46098809	+	COL6A2	exon 1 ~ cryptic acceptor		FALSE	1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46098174	46106598	+	COL6A2	exon 1 ~ cryptic acceptor		TRUE	1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46098174	46111403	+	COL6A2	exon 1 ~ cryptic acceptor		FALSE	1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46098174	46114007	+	COL6A2	exon 2-3-4 skipping		FALSE	1	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46098174	46114007	+	COL6A2	exon 2-3-4 skipping		FALSE	2	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46098174	46114007	+	COL6A2	exon 2-3-4 skipping		FALSE	3	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46098174	46114007	+	COL6A2	exon 2-3-4 skipping		FALSE	4	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46099194	46111449	+	COL6A2	cryptic donor ~ exon 2		TRUE	1	SJ	dmso only	0.00%	0.01%	0.25				20
chr21	46100742	46111449	+	COL6A2	cryptic donor ~ exon 2		TRUE	1	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46109477	46111449	+	COL6A2	cryptic donor ~ exon 2		FALSE	1	SJ	dmso only	0.00%	0.00%	0.2				20
chr21	46111372	46111449	+	COL6A2	cryptic donor ~ exon 2		FALSE	1	SJ	dmso only	0.00%	0.01%	0.25				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			3	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			4	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			16	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			17	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			18	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			19	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			20	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			21	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112002	46129341	+	COL6A2	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112572	46116027	+	COL6A2	unannotated junctions			3	SJ	dmso only	0.00%	0.00%	0.3				20
chr21	46112572	46116027	+	COL6A2	unannotated junctions			4	SJ	dmso only	0.00%	0.00%	0.3				20
chr21	46112572	46116027	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.3				20
chr21	46112572	46116027	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.3				20
chr21	46112716	46112803	+	COL6A2	cryptic donor ~ exon 4		TRUE	3	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	4	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	5	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	6	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	7	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	8	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	9	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	10	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	11	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	12	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	13	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	14	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	15	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	16	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	17	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	18	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	19	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	20	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	21	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	22	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	23	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46112825	46125598	+	COL6A2	exon 4 ~ cryptic acceptor		FALSE	24	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46113706	46114007	+	COL6A2	cryptic donor ~ exon 5		FALSE	4	SJ	dmso only	0.00%	0.00%	0.15				20
chr21	46114017	46115916	+	COL6A2	unannotated junctions			5	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46114074	46114965	+	COL6A2	exon 5 ~ cryptic acceptor		TRUE	5	SJ	dmso only	0.00%	0.00%	0.2				20
chr21	46114074	46115795	+	COL6A2	exon 5 ~ cryptic acceptor		FALSE	5	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114074	46116376	+	COL6A2	exon 6-7 skipping		FALSE	5	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46114074	46116376	+	COL6A2	exon 6-7 skipping		FALSE	6	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46114074	46116376	+	COL6A2	exon 6-7 skipping		FALSE	7	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			16	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			17	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			18	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			19	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			20	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			21	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			22	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			23	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			24	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			25	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			26	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114367	46132503	+	COL6A2	unannotated junctions			27	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46114978	46115871	+	COL6A2	cryptic donor ~ exon 6		FALSE	5	SJ	dmso only	0.00%	0.00%	0.3				20
chr21	46115156	46116122	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46116027	+	COL6A2	unannotated junctions			6	SJ	dmso only	0.00%	0.00%	0.2				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	6	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	7	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	8	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	9	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	10	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	11	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	12	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	13	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	14	SJ	dmso only	0.00%	0.01%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	15	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	16	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	17	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	18	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	19	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	20	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115891	46124650	+	COL6A2	cryptic donor ~ exon 22		TRUE	21	SJ	dmso only	0.00%	0.00%	0.1				20
chr21	46115926	46116376	+	COL6A2	exon 7 skipping		FALSE	6	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46115926	46116376	+	COL6A2	exon 7 skipping		FALSE	7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46115926	46117435	+	COL6A2	exon 6 ~ cryptic acceptor		FALSE	6	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46115926	46117435	+	COL6A2	exon 6 ~ cryptic acceptor		FALSE	7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46115926	46117435	+	COL6A2	exon 6 ~ cryptic acceptor		FALSE	8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46115926	46117435	+	COL6A2	exon 6 ~ cryptic acceptor		FALSE	9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46115926	46117435	+	COL6A2	exon 6 ~ cryptic acceptor		FALSE	10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46121060	+	COL6A2	exon 8-9-10-11-12-13-14-15-16 skipping		FALSE	16	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	7	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	16	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	17	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	18	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	19	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	20	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	21	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116054	46124884	+	COL6A2	exon 8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 skipping		TRUE	22	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46117873	+	COL6A2	exon 9-10-11 skipping		FALSE	8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46117873	+	COL6A2	exon 9-10-11 skipping		FALSE	9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46117873	+	COL6A2	exon 9-10-11 skipping		FALSE	10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46117873	+	COL6A2	exon 9-10-11 skipping		FALSE	11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120514	+	COL6A2	exon 9-10-11-12-13-14-15 skipping		TRUE	15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	8	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	9	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	10	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	11	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	12	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	13	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	14	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46120556	+	COL6A2	exon 8 ~ cryptic acceptor		TRUE	15	SJ	dmso only	0.00%	0.00%	0.05				20
chr21	46116404	46129195	+	COL6A2	exon 8 ~ cryptic acceptor		FALSE	8	SJ	dmso only	0.00%	0.00%	0.05				20
