chrom	start	end	strand	transcript	gene
chr5	80654651	80876815	+	NM_002439.5	MSH3
chr5	174724581	174730896	+	NM_002449.5	MSX2
chr5	7869147	7901113	+	NM_002454.3	MTRR
chr5	140645284	140647630	-	NM_002488.5	NDUFA2
chr5	53560638	53683338	+	NM_002495.4	NDUFS4
chr5	171387848	171410900	+	NM_002520.7	NPM1
chr5	141475965	141512975	+	NM_002588.4	PCDHGC3
chr5	150113838	150155845	-	NM_002609.4	PDGFRB
chr5	140245034	140303101	-	NM_002622.5	PFDN1
chr5	135027733	135034228	-	NM_002653.5	PITX1
chr5	146338838	146341728	+	NM_002700.3	POU4F3
chr5	134194331	134226073	-	NM_002715.4	PPP2CA
chr5	180233142	180292083	-	NM_002752.5	MAPK9
chr5	34905259	34915504	-	NM_002853.4	RAD1
chr5	168486470	168519301	+	NM_002887.4	RARS1
chr5	87267882	87391916	+	NM_002890.3	RASA1
chr5	177384433	177398848	+	NM_003052.5	SLC34A1
chr5	132294393	132344190	+	NM_003059.3	SLC22A4
chr5	132369709	132395612	+	NM_003060.4	SLC22A5
chr5	168661739	169301139	-	NM_003062.4	SLIT3
chr5	176620081	176630534	-	NM_003085.5	SNCB
chr5	122775079	122834543	+	NM_003100.4	SNX2
chr5	151661095	151686915	-	NM_003118.4	SPARC
chr5	112861286	112869788	+	NM_003135.3	SRP19
chr5	69364742	69369520	-	NM_003187.5	TAF9
chr5	134114680	134148210	+	NM_003202.5	TCF7
chr5	80035347	80083287	+	NM_003248.6	THBS4
chr5	160009138	160065543	+	NM_003314.3	TTC1
chr5	134371568	134392108	+	NM_003337.4	UBE2B
chr5	139561338	139628434	+	NM_003339.3	UBE2D2
chr5	133971870	134004975	-	NM_003374.3	VDAC1
chr5	83077546	83353760	+	NM_003401.5	XRCC4
chr5	138115174	138139428	-	NM_003551.3	NME5
chr5	74627408	74640728	-	NM_003633.4	ENC1
chr5	78002325	78294698	-	NM_003664.5	AP3B1
chr5	132257695	132273454	+	NM_003687.4	PDLIM4
chr5	55424853	55534964	-	NM_003711.4	PLPP1
chr5	173314722	173328414	-	NM_003714.3	STC2
chr5	77210679	77428256	+	NM_003719.5	PDE8B
chr5	140547661	140549576	+	NM_003732.3	EIF4EBP3
chr5	141430506	141512975	+	NM_003735.3	PCDHGA12
chr5	141387697	141512975	+	NM_003736.4	PCDHGB4
chr5	171419646	171457626	+	NM_003862.3	FGF18
chr5	141620880	141636849	-	NM_003883.4	HDAC3
chr5	179820904	179838078	+	NM_003900.5	SQSTM1
chr5	172983770	173035445	+	NM_003945.4	ATP6V0E1
chr5	9035032	9546075	-	NM_003966.3	SEMA5A
chr5	38846011	38935641	+	NM_003999.3	OSMR
chr5	151742821	151758631	-	NM_004045.4	ATOX1
chr5	163437594	163445016	+	NM_004060.4	CCNG1
chr5	21750672	22853344	-	NM_004061.5	CDH12
chr5	76615481	76623403	-	NM_004101.4	F2RL2
chr5	138553755	138575401	-	NM_004134.7	HSPA9
chr5	170374670	170389367	-	NM_004137.4	KCNMB1
chr5	218319	257082	+	NM_004168.4	SDHA
chr5	36606605	36688334	+	NM_004172.5	SLC1A3
chr5	470455	524449	-	NM_004174.4	SLC9A3
chr5	160421854	160428739	+	NM_004219.4	PTTG1
chr5	892883	918120	+	NM_004237.4	TRIP13
chr5	157137423	157142865	-	NM_004270.5	MED7
chr5	79372635	79514134	-	NM_004272.5	HOMER1
chr5	141969104	141990292	+	NM_004290.5	RNF14
chr5	71719274	71721045	+	NM_004291.4	CARTPT
chr5	90392256	90409756	-	NM_004365.4	CETN3
chr5	83471743	83582302	+	NM_004385.5	VCAN
chr5	173232108	173235206	-	NM_004387.4	NKX2-5
chr5	10679229	10761234	-	NM_004394.3	DAP
chr5	172768095	172771195	-	NM_004417.4	DUSP1
chr5	44300246	44389420	-	NM_004465.2	FGF10
chr5	73446265	73448777	-	NM_004472.3	FOXD1
chr5	53095678	53109757	-	NM_004531.5	MOCS2
chr5	70968165	71025339	-	NM_004536.3	NAIP
chr5	1801406	1816048	+	NM_004553.6	NDUFS6
chr5	136975297	137499326	-	NM_004598.4	SPOCK1
chr5	77691165	77776339	-	NM_004607.3	TBCA
chr5	138187649	138213323	-	NM_004661.4	CDC23
chr5	115828199	115841565	-	NM_004707.4	ATG12
chr5	138506094	138543236	-	NM_004730.4	ETF1
chr5	111729302	111757194	-	NM_004772.4	NREP
chr5	154474971	154478227	-	NM_004821.3	HAND1
chr5	78360616	78480739	+	NM_004866.6	SCAMP1
chr5	139846780	140043299	-	NM_004883.3	NRG2
chr5	135570678	135578991	-	NM_004887.5	CXCL14
chr5	31193685	31329146	+	NM_004932.4	CDH6
chr5	19471295	19988200	-	NM_004934.5	CDH18
chr5	169637274	170083382	+	NM_004946.3	DOCK2
chr5	115204011	115262877	-	NM_005023.4	PGGT1B
chr5	180300697	180353336	-	NM_005110.4	GFPT2
chr5	141515020	141619000	-	NM_005219.5	DIAPH1
chr5	76819029	76835315	+	NM_005242.6	F2RL1
chr5	108747896	109196841	+	NM_005246.4	FER
chr5	132861184	132866469	-	NM_005260.7	GDF9
chr5	131159026	131165256	-	NM_005340.7	HINT1
chr5	42799879	42811892	-	NM_005410.4	SELENOP
chr5	177483393	177497604	-	NM_005451.5	PDLIM7
chr5	122312236	122464219	+	NM_005460.4	SNCAIP
chr5	142000670	142013027	-	NM_005471.5	GNPDA1
chr5	157180839	157255185	+	NM_005546.4	ITK
chr5	170246232	170297777	-	NM_005565.5	LCP2
chr5	126777135	126837020	+	NM_005573.4	LMNB1
chr5	96936079	97037513	+	NM_005575.3	LNPEP
chr5	67179612	67196799	-	NM_005582.3	CD180
chr5	150442634	150449739	-	NM_005617.4	RPS14
chr5	141318489	141320784	-	NM_005642.3	TAF7
chr5	178711511	178730659	-	NM_005649.3	ZNF354A
chr5	93583221	93594611	+	NM_005654.6	NR2F1
chr5	100806932	100903282	-	NM_005668.6	ST8SIA4
chr5	112876384	112922227	-	NM_005669.5	REEP5
chr5	83940553	84384880	-	NM_005711.5	EDIL3
chr5	132556976	132646349	+	NM_005732.4	RAD50
chr5	138179111	138187723	+	NM_005733.3	KIF20A
chr5	151771953	151812785	+	NM_005754.3	G3BP1
chr5	78485229	78648772	-	NM_005779.3	LHFPL2
chr5	139367195	139383297	-	NM_005847.5	SLC23A1
chr5	140114108	140125619	+	NM_005859.5	PURA
chr5	64768929	65018750	+	NM_005869.4	CWC27
chr5	10353694	10440388	+	NM_005885.4	MARCHF6
chr5	136132844	136182733	+	NM_005903.7	SMAD5
chr5	72107474	72209565	+	NM_005909.5	MAP1B
chr5	56815548	56896152	+	NM_005921.2	MAP3K1
chr5	154038966	154057450	+	NM_005927.5	MFAP3
chr5	36152110	36184319	+	NM_005983.4	SKP2
chr5	172042078	172188224	-	NM_005990.4	STK10
chr5	151029944	151081034	-	NM_006058.5	TNIP1
chr5	140647828	140662480	+	NM_006083.4	IK
chr5	181236896	181243906	-	NM_006098.5	RACK1
chr5	55102645	55110252	+	NM_006144.4	GZMA
chr5	135534281	135535964	-	NM_006161.3	NEUROG1
chr5	40759388	40798374	-	NM_006251.6	PRKAA1
chr5	177992234	177996242	-	NM_006261.5	PROP1
chr5	54455698	54456377	+	NM_006308.3	HSPB3
chr5	17217630	17276834	+	NM_006317.5	BASP1
chr5	160401640	160419081	-	NM_006425.5	SLU7
chr5	43526266	43557077	-	NM_006451.5	PAIP1
chr5	90474863	90514557	+	NM_006467.3	POLR3G
chr5	177357923	177372596	+	NM_006480.5	RGS14
chr5	1050383	1112063	-	NM_006598.3	SLC12A7
chr5	58453981	58460086	-	NM_006622.4	PLK2
chr5	76403284	76708132	+	NM_006633.5	IQGAP2
chr5	32585556	32604079	+	NM_006713.4	SUB1
chr5	24487099	24644978	-	NM_006727.5	CDH10
chr5	137867859	137887851	+	NM_006790.3	MYOT
chr5	137745650	137754363	-	NM_006805.4	HNRNPA0
chr5	177331566	177351668	-	NM_006816.3	LMAN2
chr5	148063979	148137382	+	NM_006846.4	SPINK5
chr5	80960362	81230162	+	NM_006909.3	RASGRF2
chr5	6713431	6757044	+	NM_006999.6	TENT4A
chr5	659861	693352	-	NM_007030.3	TPPP
chr5	54977866	54985593	-	NM_007036.5	ESM1
chr5	176392500	176416539	-	NM_007097.5	CLTB
chr5	14143341	14510204	+	NM_007118.4	TRIO
chr5	177600131	177610330	+	NM_007255.3	B4GALT7
chr5	443175	467290	+	NM_007277.5	EXOC3
chr5	150640659	150659207	+	NM_007286.6	SYNPO
chr5	10250279	10266389	+	NM_012073.5	CCT5
chr5	95885097	95961851	-	NM_012081.6	ELL2
chr5	41925280	41941743	+	NM_012176.3	FBXO4
chr5	170105896	170109734	+	NM_012188.5	FOXI1
chr5	140691454	140699305	+	NM_012208.4	HARS2
chr5	177022695	177067985	+	NM_012279.4	ZNF346
chr5	15500179	15939793	+	NM_012304.5	FBXL7
chr5	16661906	16936288	-	NM_012334.3	MYO10
chr5	40711575	40755961	-	NM_012382.3	TTC33
chr5	271645	314974	+	NM_013232.4	PDCD6
chr5	177303798	177306949	+	NM_013237.4	PRELID1
chr5	163505618	163519354	+	NM_013283.5	MAT2B
chr5	141051373	141059346	+	NM_013340.4	PCDHB1
chr5	78997563	79069674	-	NM_013391.3	DMGDH
chr5	53480628	53487134	+	NM_013409.3	FST
chr5	122845612	123009205	+	NM_014035.4	SNX24
chr5	154941072	154969411	+	NM_014180.4	MRPL22
chr5	170783724	170814047	+	NM_014211.3	GABRP
chr5	150190061	150211063	+	NM_014228.5	SLC6A7
chr5	179110852	179345461	-	NM_014244.5	ADAMTS2
chr5	179797609	179806866	-	NM_014275.5	MGAT4B
chr5	33986164	34008050	-	NM_014324.6	AMACR
chr5	119356018	119399688	+	NM_014350.4	TNFAIP8
chr5	132866641	132868847	+	NM_014402.5	UQCRQ
chr5	132875394	132963634	-	NM_014423.4	AFF4
chr5	149374266	149379292	-	NM_014443.3	IL17B
chr5	62387253	62403905	-	NM_014473.4	DIMT1
chr5	170504019	170736632	+	NM_014592.4	KCNIP1
chr5	179060372	179083977	+	NM_014594.3	ZNF354C
chr5	176448384	176510074	+	NM_014613.3	FAF2
chr5	95463893	95554977	-	NM_014639.4	SKIC3
chr5	157785746	157859145	-	NM_014666.4	CLINT1
chr5	179732821	179777283	+	NM_014757.5	MAML1
chr5	141923870	141942047	+	NM_014773.5	DELE1
chr5	109334721	109409974	-	NM_014819.5	PJA2
chr5	74767248	74780113	+	NM_014886.6	NSA2
chr5	95731335	95796361	+	NM_014899.4	RHOBTB3
chr5	176526711	176537402	-	NM_014901.5	RNF44
chr5	149141492	149260542	+	NM_014945.5	ABLIM3
chr5	76083382	76333956	+	NM_014979.4	SV2C
chr5	150000738	150053128	+	NM_014983.3	HMGXB3
chr5	179862070	179907897	-	NM_015043.4	TBC1D9B
chr5	133196454	133612541	-	NM_015082.2	FSTL4
chr5	72219402	72320240	-	NM_015084.3	MRPS27
chr5	178113531	178126081	+	NM_015111.2	N4BP3
chr5	168291644	168472303	+	NM_015238.3	WWC1
chr5	5422676	5490220	+	NM_015325.3	ICE1
chr5	65563295	65587549	+	NM_015342.4	PPWD1
chr5	55307988	55425579	+	NM_015360.5	MTREX
chr5	154887410	154938211	-	NM_015465.5	GEMIN5
chr5	138868920	138875335	-	NM_015564.3	LRRTM2
chr5	34656327	34832612	+	NM_015577.3	RAI14
chr5	151181051	151224092	-	NM_015621.3	CCDC69
chr5	141135205	141138615	+	NM_015669.5	PCDHB5
chr5	52787915	52804044	+	NM_015946.5	PELO
chr5	174045705	174109179	+	NM_015980.5	NSG2
chr5	150219490	150289773	-	NM_015981.4	CAMK2A
chr5	129094748	129114028	+	NM_016048.2	ISOC1
chr5	172959423	172969771	+	NM_016093.4	RPL26L1
chr5	134601148	134632828	-	NM_016103.4	SAR1B
chr5	32354349	32444740	-	NM_016107.5	ZFR
chr5	116085024	116293287	+	NM_016144.4	COMMD10
chr5	179837275	179858817	-	NM_016175.4	MRNIP
chr5	33944622	33984693	-	NM_016180.5	SLC45A2
chr5	75511890	75609991	+	NM_016218.6	POLK
chr5	150708439	150759017	-	NM_016221.4	DCTN4
chr5	177511576	177516961	-	NM_016222.4	DDX41
chr5	26880596	27038586	-	NM_016279.4	CDH9
chr5	69350983	69369520	-	NM_016283.5	AK6
chr5	62412762	62628582	+	NM_016338.5	IPO11
chr5	131423920	131635229	-	NM_016340.6	RAPGEF6
chr5	1877412	1882925	-	NM_016358.3	IRX4
chr5	176383945	176388598	-	NM_016391.8	NOP16
chr5	139387466	139389913	-	NM_016459.4	MZB1
chr5	139648348	139683882	+	NM_016463.9	CXXC5
chr5	139341853	139369717	+	NM_016480.5	PAIP2
chr5	33936385	33938918	+	NM_016568.3	RXFP3
chr5	141943580	141958202	-	NM_016580.4	PCDH12
chr5	138352684	138437027	+	NM_016604.4	KDM3B
chr5	138338265	138349729	+	NM_016605.3	FAM53C
chr5	44808946	44815514	+	NM_016640.4	MRPS30
chr5	70049668	70077595	+	NM_017411.4	SMN2
chr5	137617499	137736089	-	NM_017415.3	KLHL3
chr5	177592202	177597242	+	NM_017510.6	TMED9
chr5	79069766	79090069	+	NM_017614.5	BHMT2
chr5	176549341	176595824	+	NM_017675.6	CDHR2
chr5	103085999	103120138	-	NM_017676.2	GIN1
chr5	140664903	140672345	+	NM_017706.5	WDR55
chr5	140401832	140539849	+	NM_017747.3	ANKHD1
chr5	6599238	6633044	-	NM_017755.6	NSUN2
chr5	169583772	169604778	+	NM_017785.5	SPDL1
chr5	178149462	178153885	-	NM_017838.4	NHP2
chr5	157731419	157741449	+	NM_017872.5	THG1L
chr5	37379317	37753435	+	NM_018034.4	WDR70
chr5	77030403	77065234	+	NM_018046.5	AGGF1
chr5	150690791	150701062	-	NM_018047.3	RBM22
chr5	612339	653553	+	NM_018140.4	CEP72
chr5	77430932	77492316	-	NM_018268.4	WDR41
chr5	34915710	34925996	+	NM_018321.4	BRIX1
chr5	97160866	97183247	-	NM_018343.3	RIOK2
chr5	31532300	31555053	+	NM_018356.3	C5orf22
chr5	60596911	60700166	-	NM_018369.3	DEPDC1B
chr5	71455650	71567820	+	NM_018429.3	BDP1
chr5	179955066	180071759	-	NM_018434.6	RNF130
chr5	140639450	140645404	+	NM_018502.5	TMCO6
chr5	153990147	154038910	-	NM_018691.4	FAM114A2
chr5	139293739	139331677	+	NM_018834.6	MATR3
chr5	140926298	141012347	+	NM_018898.5	PCDHAC1
chr5	140966475	141012347	+	NM_018899.6	PCDHAC2
chr5	140786139	141012347	+	NM_018900.4	PCDHA1
chr5	140855896	141012347	+	NM_018901.4	PCDHA10
chr5	140868956	141012347	+	NM_018902.5	PCDHA11
chr5	140875307	141012347	+	NM_018903.4	PCDHA12
chr5	140882123	141012347	+	NM_018904.3	PCDHA13
chr5	140794851	141012347	+	NM_018905.3	PCDHA2
chr5	140801056	141012347	+	NM_018906.3	PCDHA3
chr5	140807067	141012347	+	NM_018907.4	PCDHA4
chr5	140821612	141012347	+	NM_018908.3	PCDHA5
chr5	140827959	141012347	+	NM_018909.4	PCDHA6
chr5	140834268	141012347	+	NM_018910.3	PCDHA7
chr5	140841186	141012347	+	NM_018911.3	PCDHA8
chr5	141330513	141512975	+	NM_018912.3	PCDHGA1
chr5	141412986	141512975	+	NM_018913.3	PCDHGA10
chr5	141421050	141512975	+	NM_018914.3	PCDHGA11
chr5	141338759	141512975	+	NM_018915.4	PCDHGA2
chr5	141343828	141512975	+	NM_018916.4	PCDHGA3
chr5	141355020	141512975	+	NM_018917.4	PCDHGA4
chr5	141364161	141512975	+	NM_018918.3	PCDHGA5
chr5	141373890	141512975	+	NM_018919.3	PCDHGA6
chr5	141382741	141512975	+	NM_018920.4	PCDHGA7
chr5	141402777	141512975	+	NM_018921.3	PCDHGA9
chr5	141350098	141512975	+	NM_018922.3	PCDHGB1
chr5	141359993	141512975	+	NM_018923.3	PCDHGB2
chr5	141370241	141512975	+	NM_018924.5	PCDHGB3
chr5	141397946	141512975	+	NM_018925.3	PCDHGB5
chr5	141408020	141512975	+	NM_018926.3	PCDHGB6
chr5	141417676	141512975	+	NM_018927.4	PCDHGB7
chr5	141485029	141512975	+	NM_018928.3	PCDHGC4
chr5	141489080	141512975	+	NM_018929.3	PCDHGC5
chr5	141192352	141195647	+	NM_018930.4	PCDHB10
chr5	141199626	141203779	+	NM_018931.3	PCDHB11
chr5	141208718	141212571	+	NM_018932.4	PCDHB12
chr5	141213918	141218979	+	NM_018933.4	PCDHB13
chr5	141223342	141227759	+	NM_018934.4	PCDHB14
chr5	141245394	141249365	+	NM_018935.4	PCDHB15
chr5	141094614	141098703	+	NM_018936.4	PCDHB2
chr5	141100472	141103827	+	NM_018937.5	PCDHB3
chr5	141121817	141125623	+	NM_018938.4	PCDHB4
chr5	141150056	141153287	+	NM_018939.4	PCDHB6
chr5	141172643	141176383	+	NM_018940.4	PCDHB7
chr5	146203604	146289223	+	NM_018989.2	RBM27
chr5	14581791	14616180	+	NM_019018.3	OTULINL
chr5	55256054	55307694	-	NM_019030.4	DHX29
chr5	65665927	65722109	-	NM_019072.3	SGTB
chr5	53883941	54310573	-	NM_019087.3	ARL15
chr5	141187160	141191541	+	NM_019119.5	PCDHB9
chr5	141177789	141180539	+	NM_019120.5	PCDHB8
chr5	9627346	9630351	-	NM_019599.3	TAS2R1
chr5	146113033	146182650	-	NM_020117.11	LARS1
chr5	152391545	152405279	-	NM_020167.5	NMUR2
chr5	115520907	115544775	-	NM_020177.3	FEM1C
chr5	133955509	133968625	-	NM_020199.3	C5orf15
chr5	23507608	23528093	+	NM_020227.4	PRDM9
chr5	136212744	136365545	-	NM_020389.3	TRPC7
chr5	176346061	176361764	-	NM_020444.5	KIAA1191
chr5	7396137	7830081	+	NM_020546.3	ADCY2
chr5	178602663	178627050	-	NM_020666.3	CLK4
chr5	65722204	65829283	+	NM_020726.5	NLN
chr5	124636914	124746639	-	NM_020747.3	ZNF608
chr5	144170872	144485686	+	NM_020768.4	KCTD16
chr5	116443554	116574823	-	NM_020796.5	SEMA6A
chr5	91368630	91383317	-	NM_020801.4	ARRDC3
chr5	61332257	61546172	+	NM_020928.2	ZSWIM6
chr5	141182386	141186226	+	NM_020957.4	PCDHB16
chr5	171309247	171312139	+	NM_021025.4	TLX3
chr5	45254947	45696380	-	NM_021072.4	HCN1
chr5	55231151	55233608	-	NM_021147.5	CCNO
chr5	143812160	143820716	+	NM_021182.3	HMHB1
chr5	114362069	114496496	+	NM_021614.4	KCNN2
chr5	115578495	115602479	-	NM_021649.7	TICAM2
chr5	134648784	134727909	+	NM_021982.3	SEC24A
chr5	160393147	160400054	-	NM_022090.5	FAM200C
chr5	32124715	32174319	-	NM_022130.4	GOLPH3
chr5	71587339	71658706	+	NM_022132.5	MCCC2
chr5	112162618	112419277	-	NM_022140.5	EPB41L4A
chr5	65517765	65563168	-	NM_022145.5	CENPK
chr5	96876499	96919703	+	NM_022350.5	ERAP2
chr5	177133772	177300213	+	NM_022455.5	NSD1
chr5	138946723	139198368	-	NM_022464.5	SIL1
chr5	141653401	141682230	-	NM_022481.6	ARAP3
chr5	43444251	43483865	-	NM_022483.5	TMEM267
chr5	175478559	175529742	+	NM_022754.7	SFXN1
chr5	178131013	178150568	+	NM_022762.5	RMND5B
chr5	113513693	113595284	+	NM_022828.5	YTHDC2
chr5	170862017	171300015	+	NM_022897.5	RANBP17
chr5	69094013	69131069	+	NM_022902.5	SLC30A5
chr5	69189582	69210357	+	NM_022909.4	CENPH
chr5	57174058	57264673	+	NM_022913.4	GPBP1
chr5	70900668	70908115	+	NM_022968.2	SERF1A
chr5	70025250	70043113	+	NM_022978.3	SERF1B
chr5	73552189	73565639	-	NM_023039.5	ANKRA2
chr5	863740	892801	-	NM_023924.5	BRD9
chr5	126423408	126494364	+	NM_023927.4	GRAMD2B
chr5	158695919	159099916	-	NM_024007.5	EBF1
chr5	149358045	149369653	+	NM_024028.4	PCYOX1L
chr5	7859158	7869031	-	NM_024091.4	FASTKD3
chr5	3595831	3601403	+	NM_024337.4	IRX1
chr5	55738060	55817157	+	NM_024415.3	DDX4
chr5	148982149	149063062	-	NM_024577.4	SH3TC2
chr5	168548494	168579368	-	NM_024594.4	PANK3
chr5	50666636	50846519	+	NM_024615.4	PARP8
chr5	154445996	154461053	+	NM_024632.6	SAP30L
chr5	56099679	56233330	-	NM_024669.3	ANKRD55
chr5	134874370	134901635	+	NM_024715.4	TXNDC15
chr5	94703689	95285094	-	NM_024717.7	MCTP1
chr5	72320372	72368395	+	NM_024754.5	PTCD2
chr5	795604	850986	-	NM_024786.3	ZDHHC11
chr5	1461426	1523960	-	NM_024830.5	LPCAT1
chr5	35617862	35814611	+	NM_024867.4	SPEF2
chr5	60751790	60844269	-	NM_024930.3	ELOVL7
chr5	65625026	65666233	+	NM_024941.4	TRAPPC13
chr5	160563119	160852211	-	NM_025153.3	ATP10B
chr5	179550553	179610012	+	NM_025158.5	RUFY1
chr5	177446813	177456286	+	NM_030567.5	PRR7
chr5	142108778	142154440	+	NM_030571.4	NDFIP1
chr5	178895912	178933212	+	NM_030613.4	ZFP2
chr5	173888348	173961980	+	NM_030627.4	CPEB4
chr5	1317751	1345099	-	NM_030782.5	CLPTM1L
chr5	144158161	144170659	-	NM_030799.9	YIPF5
chr5	149993117	150000654	-	NM_030953.4	TIGD6
chr5	33523534	33891990	-	NM_030955.4	ADAMTS12
chr5	178204532	178211163	+	NM_031266.3	HNRNPAB
chr5	177307209	177311898	-	NM_031300.4	MXD3
chr5	103548854	103562789	-	NM_031438.4	NUDT12
chr5	140360193	140375141	+	NM_031467.3	SLC4A9
chr5	81972022	82256133	+	NM_031482.5	ATG10
chr5	140848381	141012347	+	NM_031857.2	PCDHA9
chr5	34998101	35047949	-	NM_031900.4	AGXT2
chr5	160347753	160370626	-	NM_031908.6	C1QTNF2
chr5	10441878	10465026	+	NM_031916.5	ROPN1L
chr5	141302634	141304049	-	NM_031947.4	SLC25A2
chr5	95658314	95682991	-	NM_031952.4	SPATA9
chr5	69167149	69178245	+	NM_031966.4	CCNB1
chr5	113432552	113434989	-	NM_032028.4	TSSK1B
chr5	93617724	94111663	-	NM_032042.6	ARB2A
chr5	141392632	141512975	+	NM_032088.2	PCDHGA8
chr5	77628711	77638713	-	NM_032109.3	OTP
chr5	90558796	91164437	+	NM_032119.4	ADGRV1
chr5	134905130	134962644	+	NM_032151.5	PCBD2
chr5	73565742	73583380	+	NM_032175.4	UTP15
chr5	126600946	126627252	+	NM_032177.4	PHAX
chr5	6371873	6378547	-	NM_032286.3	MED10
chr5	139795807	139844466	+	NM_032289.4	PSD2
chr5	94618668	94697621	+	NM_032290.4	SLF1
chr5	175959530	175968315	-	NM_032361.4	THOC3
chr5	77072071	77087285	-	NM_032367.4	ZBED3
chr5	74721205	74767117	-	NM_032380.5	GFM2
chr5	154818491	154850603	-	NM_032385.5	FAXDC2
chr5	140175187	140243789	+	NM_032412.4	CYSTM1
chr5	141853089	141878410	-	NM_032420.5	PCDH1
chr5	1798384	1799837	-	NM_032479.4	MRPL36
chr5	148312422	148315919	+	NM_032566.3	SPINK7
chr5	80320001	80321842	+	NM_032567.4	SPZ1
chr5	40841366	40855354	+	NM_032587.4	CARD6
chr5	157085831	157109044	-	NM_032782.5	HAVCR2
chr5	150778756	150796734	+	NM_032947.5	SMIM3
chr5	111071712	111078026	+	NM_033035.5	TSLP
chr5	1008801	1038943	+	NM_033120.4	NKD2
chr5	103258762	103278660	+	NM_033211.4	MACIR
chr5	2746164	2751677	-	NM_033267.5	IRX2
chr5	157477303	157575775	-	NM_033274.5	ADAM19
chr5	69217759	69230158	+	NM_033281.6	KGD4
chr5	16451518	16465800	-	NM_033414.3	ZNF622
chr5	141639301	141651418	-	NM_033449.3	FCHSD1
chr5	181223280	181235808	+	NM_033549.5	TRIM41
chr5	154755376	154817605	+	NM_033551.3	LARP1
chr5	150894398	150904980	-	NM_052860.4	ZNF300
chr5	180590104	180591499	-	NM_052863.3	SCGB3A1
chr5	176595801	176610156	-	NM_052899.3	GPRIN1
chr5	92167	189966	+	NM_052909.5	PLEKHG4B
chr5	132873667	132875046	+	NM_052971.3	LEAP2
chr5	147878710	147882191	+	NM_054023.5	SCGB3A2
chr5	14704799	14871778	-	NM_054027.6	ANKH
chr5	178859952	178885020	+	NM_058230.3	ZNF354B
chr5	151447602	151492379	+	NM_078483.4	SLC36A1
chr5	134402064	134411881	-	NM_080656.3	CDKN2AIPNL
chr5	140564827	140569100	+	NM_080670.4	SLC35A4
chr5	176647483	176659051	+	NM_130465.5	TSPAN17
chr5	81329995	81394134	-	NM_130767.3	ACOT12
chr5	76850013	76921650	+	NM_130772.4	S100Z
chr5	127517639	127555085	+	NM_130809.5	PRRC1
chr5	135444213	135447348	-	NM_130848.3	DCANP1
chr5	157161845	157166264	-	NM_130899.3	GARIN3
chr5	140558267	140564598	-	NM_133173.3	APBB3
chr5	149730309	149855022	+	NM_133263.4	PPARGC1B
chr5	69369817	69414801	+	NM_133338.3	RAD17
chr5	176810558	176880898	+	NM_133369.3	UNC5A
chr5	131641713	131797017	-	NM_133372.3	FNIP1
chr5	36876768	37066413	+	NM_133433.4	NIPBL
chr5	129460297	129738683	+	NM_133638.6	ADAMTS19
chr5	14664717	14699850	+	NM_138348.6	OTULIN
chr5	173607144	173616650	-	NM_138369.3	BOD1
chr5	156919291	156963226	-	NM_138379.3	TIMD4
chr5	58583074	58859394	+	NM_138453.4	RAB3C
chr5	135334380	135399231	-	NM_138610.3	MACROH2A1
chr5	110739006	110765157	+	NM_138773.4	SLC25A46
chr5	72956040	73090522	+	NM_138782.3	FCHO2
chr5	10277594	10307902	-	NM_138809.4	CMBL
chr5	176388750	176389761	+	NM_138820.4	HIGD2A
chr5	55851356	55922850	+	NM_139017.7	IL31RA
chr5	5140329	5320304	+	NM_139056.4	ADAMTS16
chr5	111496032	111512535	-	NM_139164.3	STARD4
chr5	138139769	138178630	-	NM_139199.2	BRD8
chr5	111092347	111130502	+	NM_139281.3	WDR36
chr5	140700446	140706686	+	NM_144723.3	ZMAT2
chr5	34839163	34900511	+	NM_144725.4	TTC23L
chr5	36246912	36301902	-	NM_145000.5	RANBP3L
chr5	159263289	159286036	+	NM_145049.5	UBLCP1
chr5	196867	218153	-	NM_145265.3	CCDC127
chr5	163446525	163460102	-	NM_145266.6	NUDCD2
chr5	179793985	179796647	+	NM_145867.2	LTC4S
chr5	43379192	43412391	-	NM_148672.3	CCL28
chr5	172209645	172283764	-	NM_152277.3	UBTD2
chr5	33440964	33468086	+	NM_152295.5	TARS1
chr5	38258558	38465480	+	NM_152403.4	EGFLAM
chr5	35951005	35991390	-	NM_152404.4	UGT3A1
chr5	79236130	79327211	+	NM_152405.5	JMY
chr5	149271858	149343637	+	NM_152406.4	AFAP1L1
chr5	149345498	149354583	+	NM_152407.4	GRPEL2
chr5	121961974	122028633	+	NM_152546.3	SRFBP1
chr5	181040265	181061521	+	NM_152547.5	BTNL9
chr5	95391365	95450441	+	NM_152548.3	FAM81B
chr5	145936577	146063292	+	NM_152550.4	SH3RF2
chr5	112976797	113022195	+	NM_152624.6	DCP2
chr5	72439902	72507410	-	NM_152625.3	ZNF366
chr5	139410202	139439525	-	NM_152686.4	DNAJC18
chr5	38937919	39074399	-	NM_152756.5	RICTOR
chr5	93733219	93741600	-	NM_153216.2	POU5F2
chr5	73173192	73175143	+	NM_153217.3	TMEM174
chr5	97091866	97142611	-	NM_153234.5	LIX1
chr5	88195046	88268845	-	NM_153354.5	TMEM161B
chr5	43192224	43280850	+	NM_153361.4	NIM1K
chr5	178208470	178232802	-	NM_153373.4	PHYKPL
chr5	37288136	37371106	-	NM_153485.3	NUP155
